Model,Pipeline,Train_score,Test_score,Parameter_1,Parameter_2,Parameter_3,Parameter_4,Parameter_5,Parameter_6,Parameter_7,Parameter_8,Parameter_9,Parameter_10,DataTime
"Lasso(alpha=0, max_iter=23500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=23500, random_state=1,
                       selection='random', warm_start=True))])",0.86964078,0.863545749,0,23500,random,CYCLE3,,,,,,,33:14.4
"Lasso(alpha=0, max_iter=24000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=24000, random_state=1,
                       selection='random', warm_start=True))])",0.869704593,0.863591007,0,24000,random,CYCLE3,,,,,,,33:17.1
"Lasso(alpha=0, max_iter=24500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=24500, random_state=1,
                       selection='random', warm_start=True))])",0.869765876,0.86363145,0,24500,random,CYCLE3,,,,,,,33:19.9
"Lasso(alpha=0, max_iter=25000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=25000, random_state=1,
                       selection='random', warm_start=True))])",0.869825607,0.863682905,0,25000,random,CYCLE3,,,,,,,33:22.5
"Lasso(alpha=0, max_iter=25500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=25500, random_state=1,
                       selection='random', warm_start=True))])",0.869883339,0.863734965,0,25500,random,CYCLE3,,,,,,,33:25.4
"Lasso(alpha=0, max_iter=26000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=26000, random_state=1,
                       selection='random', warm_start=True))])",0.869938092,0.863765328,0,26000,random,CYCLE3,,,,,,,33:28.3
"Lasso(alpha=0, max_iter=26500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=26500, random_state=1,
                       selection='random', warm_start=True))])",0.869993889,0.863813871,0,26500,random,CYCLE3,,,,,,,33:31.3
"Lasso(alpha=0, max_iter=27000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=27000, random_state=1,
                       selection='random', warm_start=True))])",0.870050151,0.863840736,0,27000,random,CYCLE3,,,,,,,33:34.4
"Lasso(alpha=0, max_iter=27500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=27500, random_state=1,
                       selection='random', warm_start=True))])",0.870106197,0.863885926,0,27500,random,CYCLE3,,,,,,,33:37.4
"Lasso(alpha=0, max_iter=28000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=28000, random_state=1,
                       selection='random', warm_start=True))])",0.870160057,0.863941135,0,28000,random,CYCLE3,,,,,,,33:40.6
"Lasso(alpha=0, max_iter=28500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=28500, random_state=1,
                       selection='random', warm_start=True))])",0.870212732,0.863972319,0,28500,random,CYCLE3,,,,,,,33:43.8
"Lasso(alpha=0, max_iter=29000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=29000, random_state=1,
                       selection='random', warm_start=True))])",0.870264747,0.863999929,0,29000,random,CYCLE3,,,,,,,33:47.1
"Lasso(alpha=0, max_iter=29500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=29500, random_state=1,
                       selection='random', warm_start=True))])",0.870313926,0.86403066,0,29500,random,CYCLE3,,,,,,,33:50.8
"Lasso(alpha=0, max_iter=30000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=30000, random_state=1,
                       selection='random', warm_start=True))])",0.870364992,0.864056666,0,30000,random,CYCLE3,,,,,,,33:54.4
"Lasso(alpha=0, max_iter=30500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=30500, random_state=1,
                       selection='random', warm_start=True))])",0.870413928,0.864103782,0,30500,random,CYCLE3,,,,,,,33:58.1
"Lasso(alpha=0, max_iter=31000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=31000, random_state=1,
                       selection='random', warm_start=True))])",0.87046203,0.864131855,0,31000,random,CYCLE3,,,,,,,34:01.7
"Lasso(alpha=0, max_iter=31500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=31500, random_state=1,
                       selection='random', warm_start=True))])",0.870509596,0.864158443,0,31500,random,CYCLE3,,,,,,,34:05.3
"Lasso(alpha=0, max_iter=32000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=32000, random_state=1,
                       selection='random', warm_start=True))])",0.870558261,0.864182299,0,32000,random,CYCLE3,,,,,,,34:09.1
"Lasso(alpha=0, max_iter=32500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=32500, random_state=1,
                       selection='random', warm_start=True))])",0.870605311,0.864235428,0,32500,random,CYCLE3,,,,,,,34:13.3
"Lasso(alpha=0, max_iter=33000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=33000, random_state=1,
                       selection='random', warm_start=True))])",0.87065181,0.864265686,0,33000,random,CYCLE3,,,,,,,34:17.2
"Lasso(alpha=0, max_iter=33500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=33500, random_state=1,
                       selection='random', warm_start=True))])",0.87069584,0.864281866,0,33500,random,CYCLE3,,,,,,,34:21.1
"Lasso(alpha=0, max_iter=34000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=34000, random_state=1,
                       selection='random', warm_start=True))])",0.870739936,0.864317626,0,34000,random,CYCLE3,,,,,,,34:25.0
"Lasso(alpha=0, max_iter=34500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=34500, random_state=1,
                       selection='random', warm_start=True))])",0.87078487,0.864334829,0,34500,random,CYCLE3,,,,,,,34:29.4
"Lasso(alpha=0, max_iter=35000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=35000, random_state=1,
                       selection='random', warm_start=True))])",0.870828615,0.864376815,0,35000,random,CYCLE3,,,,,,,34:33.8
"Lasso(alpha=0, max_iter=35500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=35500, random_state=1,
                       selection='random', warm_start=True))])",0.870870834,0.864398348,0,35500,random,CYCLE3,,,,,,,34:38.1
"Lasso(alpha=0, max_iter=36000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=36000, random_state=1,
                       selection='random', warm_start=True))])",0.870912242,0.864428784,0,36000,random,CYCLE3,,,,,,,34:42.3
"Lasso(alpha=0, max_iter=36500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=36500, random_state=1,
                       selection='random', warm_start=True))])",0.870953184,0.864457594,0,36500,random,CYCLE3,,,,,,,34:47.1
"Lasso(alpha=0, max_iter=37000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=37000, random_state=1,
                       selection='random', warm_start=True))])",0.870993915,0.864477167,0,37000,random,CYCLE3,,,,,,,34:51.6
"Lasso(alpha=0, max_iter=37500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=37500, random_state=1,
                       selection='random', warm_start=True))])",0.871034649,0.864492029,0,37500,random,CYCLE3,,,,,,,34:56.3
"Lasso(alpha=0, max_iter=38000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=38000, random_state=1,
                       selection='random', warm_start=True))])",0.871074426,0.864533823,0,38000,random,CYCLE3,,,,,,,35:01.5
"Lasso(alpha=0, max_iter=38500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=38500, random_state=1,
                       selection='random', warm_start=True))])",0.871113461,0.864546819,0,38500,random,CYCLE3,,,,,,,35:06.6
"Lasso(alpha=0, max_iter=39000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=39000, random_state=1,
                       selection='random', warm_start=True))])",0.871152986,0.864585941,0,39000,random,CYCLE3,,,,,,,35:11.7
"Lasso(alpha=0, max_iter=39500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=39500, random_state=1,
                       selection='random', warm_start=True))])",0.871191461,0.864604136,0,39500,random,CYCLE3,,,,,,,35:16.9
"Lasso(alpha=0, max_iter=40000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=40000, random_state=1,
                       selection='random', warm_start=True))])",0.871227892,0.864646402,0,40000,random,CYCLE3,,,,,,,35:22.1
"Lasso(alpha=0, max_iter=40500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=40500, random_state=1,
                       selection='random', warm_start=True))])",0.871264876,0.864655874,0,40500,random,CYCLE3,,,,,,,35:27.0
"Lasso(alpha=0, max_iter=41000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=41000, random_state=1,
                       selection='random', warm_start=True))])",0.87130134,0.864680038,0,41000,random,CYCLE3,,,,,,,35:32.1
"Lasso(alpha=0, max_iter=41500, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=41500, random_state=1,
                       selection='random', warm_start=True))])",0.8713372,0.864694007,0,41500,random,CYCLE3,,,,,,,35:37.1
"Lasso(alpha=0, max_iter=42000, random_state=1, selection='random',
      warm_start=True)","Pipeline(steps=[('sc', StandardScaler()),
                ('model',
                 Lasso(alpha=0, max_iter=42000, random_state=1,
                       selection='random', warm_start=True))])",0.871372418,0.864705166,0,42000,random,CYCLE3,,,,,,,35:42.7
